registration,source_path,source_line,hotkeyToken,hotkey,scopeId,parentScopeId,description,displayPriority,handlerPriority,condition,hide,runWithInputFocused,activateCommandScope,activateCommandScopeId,registrationType,tags,keywords,dynamic_context,raw_excerpt,review_status
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,107,TOKENS.entity.jump.end,"['shift+g', 'end']",,,'Go to bottom of list',,,,true,,,,,,,False,"{ hotkey: ['shift+g', 'end'], scopeId, hotkeyToken: TOKENS.entity.jump.end, description: 'Go to bottom of list', keyDownHandler: () => { const next = soup.navigate.toLast(); if (next) { virtualizerHandle()?.scrollToIndex(next.index, { align: 'nearest' }); } return true; }, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,142,TOKENS.entity.open,['enter'],,,'Open',4,,() => splitHandle.isControllerSplit(),true,,,,,,,False,"{ hotkey: ['enter'], hotkeyToken: TOKENS.entity.open, scopeId, description: 'Open', hide: true, keyDownHandler: () => { const focusedRow = soup.focus.row(); if (!focusedRow) return false; // If focused on a group header, toggle expand/collapse if (focusedRow.getIsGrouped() && focusedRow.group) { focusedRow.group.toggle(); return true; } // If focused on a load more row, trigger load more and stay at same index if",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,194,,['cmd+enter'],,,'Focus Preview',4,,() => splitHandle.isControllerSplit(),,,,,,,,False,"{ hotkey: ['cmd+enter'], scopeId, description: 'Focus Preview', condition: () => splitHandle.isControllerSplit(), keyDownHandler: () => { const manager = globalSplitManager(); const viewerId = splitHandle.viewerId(); if (splitHandle.isControllerSplit() && viewerId && manager) { manager.activateSplit(viewerId); manager.returnFocus(); return true; } return false; }, displayPriority: 4, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,213,,['opt+enter'],,,'Open to replace preview',,,() => splitHandle.isControllerSplit() && soup.focus.id() !== undefined,true,,,,,,,False,"{ hotkey: ['opt+enter'], scopeId, description: 'Open to replace preview', condition: () => splitHandle.isControllerSplit() && soup.focus.id() !== undefined, keyDownHandler: () => { const entity = soup.focus.item(); if (!entity) return false; markReminderSeenOnOpen(entity, notificationSource); openEntityInSplitFromUnifiedList(entity, { splitHandle, replacePreview: true, referredFrom: currentView(), }); return tr",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,234,,['x'],,,'Toggle select item',10,,,,,,,,,,False,"{ hotkey: ['x'], scopeId, description: 'Toggle select item', keyDownHandler: () => { const entity = soup.focus.item(); if (!entity) return false; soup.selection.toggle(entity); return true; }, displayPriority: 10, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,248,,['cmd+a'],,,'Toggle select all',10,,,,,,,,,,False,"{ hotkey: ['cmd+a'], scopeId, description: 'Toggle select all', keyDownHandler: (e) => { const rows = soup.rows(); if (rows.length === 0) return false; e?.preventDefault(); if (soup.selection.count() === rows.length) { soup.selection.clear(); } else { soup.selection.set(rows.map((r) => r.original)); } return true; }, displayPriority: 10, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,269,TOKENS.global.commandMenu,'cmd+k',,,() => { return CommandState.isOpen() ? 'Close command menu' : 'Open command menu'; },10,,() => !CommandState.isOpen(),CommandState.isOpen,true,,,,,,True,"{ scopeId, description: () => { return CommandState.isOpen() ? 'Close command menu' : 'Open command menu'; }, hotkeyToken: TOKENS.global.commandMenu, hotkey: 'cmd+k', condition: () => !CommandState.isOpen(), keyDownHandler: (e) => { console.log('## CMD K - soup view'); e?.preventDefault(); const multiSelectEntities = soup.selection.selected(); if (multiSelectEntities.length > 0) { analytics.track('command_menu_open', {",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,303,,['escape'],,,escapeDescription,,,() => clearMultiCondition() || closeSpotlightCondition(),,,,,,,,False,"{ hotkey: ['escape'], scopeId, description: escapeDescription, condition: () => clearMultiCondition() || closeSpotlightCondition(), keyDownHandler: () => { if (clearMultiCondition()) { const length = soup.selection.count(); soup.selection.clear(); return length > 1; } if (closeSpotlightCondition()) { splitHandle.toggleSpotlight(); return true; } return false; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,323,,['shift+enter'],,,'Open in new split',,,() => soup.focus.id() !== undefined,true,,,,,,,False,"{ hotkey: ['shift+enter'], scopeId, description: 'Open in new split', condition: () => soup.focus.id() !== undefined, keyDownHandler: () => { if (tryOpenChannelNotification(true)) return true; const entity = soup.focus.item(); if (!entity) return false; markReminderSeenOnOpen(entity, notificationSource); openEntityInSplitFromUnifiedList(entity, { splitHandle, openInNewSplit: true, referredFrom: currentView(), });",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,TOKENS.soup.tabs[key],key,,,`Switch to tab ${key}`,,,() => getTabKeys().length > index,true,,,,,,,True,"{ hotkey: key, scopeId, hotkeyToken: TOKENS.soup.tabs[key], description: `Switch to tab ${key}`, condition: () => getTabKeys().length > index, keyDownHandler: () => switchToTabIndex(index), hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,395,TOKENS.soup.tabs.next,['tab'],,,'Next tab',,,() => getTabKeys().length > 1,,,,,,,,False,"{ hotkey: ['tab'], scopeId, hotkeyToken: TOKENS.soup.tabs.next, description: 'Next tab', condition: () => getTabKeys().length > 1, keyDownHandler: () => { const view = currentView(); if (!view) return false; const tabKeys = getTabKeys(); const nextIndex = (getCurrentTabIndex() + 1) % tabKeys.length; applyTabPreset(view, tabKeys[nextIndex]!); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,412,TOKENS.soup.tabs.prev,['shift+tab'],,,'Previous tab',,,() => getTabKeys().length > 1,,,,,,,,False,"{ hotkey: ['shift+tab'], scopeId, hotkeyToken: TOKENS.soup.tabs.prev, description: 'Previous tab', condition: () => getTabKeys().length > 1, keyDownHandler: () => { const view = currentView(); if (!view) return false; const tabKeys = getTabKeys(); const prevIndex = (getCurrentTabIndex() - 1 + tabKeys.length) % tabKeys.length; applyTabPreset(view, tabKeys[prevIndex]!); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/onboarding/InteractiveOnboarding.tsx,252,,'cmd+enter',,,'Continue',,,,,true,,,,,,False,"{ scopeId, hotkey: 'cmd+enter', description: 'Continue', runWithInputFocused: true, keyDownHandler: () => { if (readyToContinue()) { handleContinue(); return true; } return false; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/onboarding/InteractiveOnboarding.tsx,268,,'cmd+k',,,'Command menu (onboarding)',,,,,true,,,,,,False,"{ scopeId, hotkey: 'cmd+k', description: 'Command menu (onboarding)', runWithInputFocused: true, keyDownHandler: () => { setCommandKOpen((v) => !v); return true; // swallow — prevents global handler }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/onboarding/components/MockAppChrome.tsx,123,,GO_TO_LEADER_KEY,props.scopeId ?? 'global',,'Go to page',,,,true,,true as const,GO_TO_COMMAND_SCOPE,'add',,,False,"{ hotkey: GO_TO_LEADER_KEY, scopeId: props.scopeId ?? 'global', description: 'Go to page', keyDownHandler: () => false, hide: true, registrationType: 'add', ...(props.scopeId ? { activateCommandScope: true as const } : { activateCommandScopeId: GO_TO_COMMAND_SCOPE }), }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/onboarding/components/MockAppChrome.tsx,142,,link.hotkey as ValidHotkey,commandScopeId,,`Go to ${link.label}`,,,,,,,,,,,True,"{ hotkey: link.hotkey as ValidHotkey, scopeId: commandScopeId, description: `Go to ${link.label}`, keyDownHandler: () => { setFilter(link.id as SandboxSidebarFilter); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/onboarding/lessons/create-entity.tsx,77,,'c',props.scopeId,,'Open Create menu',,,,,,,,,,,False,"{ scopeId: props.scopeId, hotkey: 'c', description: 'Open Create menu', keyDownHandler: () => { setLauncherOpen((open) => !open); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/onboarding/use-list-navigation.ts,28,,"['j', 'arrowdown']",,,'Navigate down',,,,,,,,,,,False,"{ scopeId, hotkey: ['j', 'arrowdown'], description: 'Navigate down', keyDownHandler: () => handle('down'), }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/onboarding/use-list-navigation.ts,35,,"['k', 'arrowup']",,,'Navigate up',,,,,,,,,,,False,"{ scopeId, hotkey: ['k', 'arrowup'], description: 'Navigate up', keyDownHandler: () => handle('up'), }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/property/editor/PropertyEditorModal.tsx,300,,['escape'],hotkeyScope,,'Close property editor',,,,,,,,,,,False,"{ hotkey: ['escape'], description: 'Close property editor', keyDownHandler: () => { closePropertyEditor(); return true; }, scopeId: hotkeyScope, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/reminders/ReminderComposerModal.tsx,127,,['escape'],hotkeyScope,,"'Go back, or close the reminder composer'",,,,,,,,,,,False,"{ hotkey: ['escape'], description: 'Go back, or close the reminder composer', keyDownHandler: () => { handleEscape(); return true; }, scopeId: hotkeyScope, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/settings/Settings.tsx,134,,'escape',settingsHotkeyScope,,'Close settings',,,,,,,,,,,False,"{ keyDownHandler: handleEscapeKey, description: 'Close settings', scopeId: settingsHotkeyScope, hotkey: 'escape', }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/settings/Settings.tsx,175,,'tab',settingsHotkeyScope,,'Next settings tab',,,,true,,,,,,,False,"{ hotkey: 'tab', scopeId: settingsHotkeyScope, description: 'Next settings tab', keyDownHandler: handleNextTab, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/settings/Settings.tsx,184,,'shift+tab',settingsHotkeyScope,,'Previous settings tab',,,,true,,,,,,,False,"{ description: 'Previous settings tab', keyDownHandler: handlePreviousTab, scopeId: settingsHotkeyScope, hotkey: 'shift+tab', hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/settings/Settings.tsx,198,,`${keyNum}` as ValidHotkey,settingsHotkeyScope,,`Go to settings tab ${keyNum}`,,,,true,,,,,,,True,"{ description: `Go to settings tab ${keyNum}`, hotkey: `${keyNum}` as ValidHotkey, keyDownHandler: handleNumberKey, scopeId: settingsHotkeyScope, hide: true, }",mechanical-needs-manual-review
registerScope,apps/web/src/lib/constants/hotkeys.ts,21,,,GO_TO_COMMAND_SCOPE,'global',,,,,,,,,,,,False,"{ parentScopeId: 'global', scopeId: GO_TO_COMMAND_SCOPE, type: 'command', activationKeys: [GO_TO_LEADER_KEY], }",mechanical-needs-manual-review
registerScope,apps/web/src/lib/constants/hotkeys.ts,28,,,COMMAND_MENU_CATEGORY_SCOPE,'global',,,,,,,,,,,,False,"{ parentScopeId: 'global', scopeId: COMMAND_MENU_CATEGORY_SCOPE, type: 'command', activationKeys: [COMMAND_MENU_CATEGORY_LEADER_KEY], }",mechanical-needs-manual-review
registerScope,apps/web/src/lib/constants/hotkeys.ts,35,,,CREATE_MENU_COMMAND_SCOPE,'global',,,,,,,,,,,,False,"{ parentScopeId: 'global', scopeId: CREATE_MENU_COMMAND_SCOPE, type: 'command', activationKeys: ['c'], }",mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/component/TopBar/ShareButton.tsx,1217,TOKENS.block.share,'cmd+s',blockScopeId(),,'Share',,,,,true,,,,,,False,"{ keyDownHandler: () => { if (!isAuthenticated()) { openLoginModal(); } else { analytics.track('share_menu_open', { blockType }); shareCtx.open(); } return true; }, hotkeyToken: TOKENS.block.share, runWithInputFocused: true, scopeId: blockScopeId(), description: 'Share', hotkey: 'cmd+s', }",mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,94,,'delete','my-scope',,'Delete item',,,,,,,,,,,False,"{ * scopeId: 'my-scope', * description: 'Delete item', * hotkey: 'delete', * keyDownHandler: () => true, * }",mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,101,,,,,,,,,,,true,,,,,False,args: HotkeyRegistrationOptions & { activateCommandScope: true },mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,105,,,,,,,,,,,,,,,,False,args: HotkeyRegistrationOptions,mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,109,,,,,,,,,,,,,,,,False,args: HotkeyRegistrationOptions,mechanical-needs-manual-review
registerScope,apps/web/src/lib/core/hotkey/hotkeys.ts,212,,,commandScopeId,scopeId,,,,,,,,,,,,False,"{ parentScopeId: scopeId, scopeId: commandScopeId, type: 'command', activationKeys: hotkeys, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,355,,'delete','my-scope',,'Delete item',,,,,,,,,,,False,"{ * scopeId: 'my-scope', * description: 'Delete item', * hotkey: 'delete', * keyDownHandler: () => true, * }",mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,363,,'cmd+c','my-scope',,'Copy item',,,,,,,,,,,False,"{ * scopeId: 'my-scope', * description: 'Copy item', * hotkey: 'cmd+c', * keyDownHandler: () => true, * }",mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,371,,'cmd+k','my-scope',,'Open menu',,,,,,true,,,,,False,"{ * scopeId: 'my-scope', * description: 'Open menu', * hotkey: 'cmd+k', * activateCommandScope: true, * keyDownHandler: () => true, * }",mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,379,,'1',commandScopeId,,'Menu option',,,,,,,,,,,False,"{ * scopeId: commandScopeId, * description: 'Menu option', * hotkey: '1', * keyDownHandler: () => true, * }",mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/hotkeys.ts,431,,,,,,,,,,,,,,,,False,"'delete', scope, 'Delete item', handleDelete",mechanical-needs-manual-review
registerScope,apps/web/src/lib/core/hotkey/hotkeys.ts,444,,,,detachedScope ? undefined : 'global',,,,,,,,,,,,False,"{ parentScopeId: detachedScope ? undefined : 'global', scopeId, type: 'dom', detached: detachedScope, }",mechanical-needs-manual-review
registerScope,apps/web/src/lib/core/hotkey/utils.ts,162,,,,,,,,,,,,,,,,False,args: RegisterScopeArgs,mechanical-needs-manual-review
registerHotkey,apps/web/src/lib/core/hotkey/utils.ts,611,args.hotkeyToken,args.hotkey,,,args.description,args.displayPriority,,args.condition,args.hide,args.runWithInputFocused,args.activateCommandScope,,,args.tags,args.keywords,False,"{ hotkeyToken: args.hotkeyToken, hotkey: args.hotkey, condition: args.condition, scopeId, description: args.description, keyDownHandler: args.keyDownHandler, keyUpHandler: args.keyUpHandler, activateCommandScope: args.activateCommandScope, runWithInputFocused: args.runWithInputFocused, displayPriority: args.displayPriority, hide: args.hide, icon: args.icon, commandPaletteIcon: args.commandPaletteIcon, displayComp",mechanical-needs-manual-review
