command_identity,description,hotkeys,scope,parent_scope,shadowing_priority,conditions,hide_rules,input_focus_behavior,browser_or_native,handler_intent,target_react_command_id,telemetry,accessible_alternative,target_disposition,parity_test,source_path,source_line,source_commit,manual_review_notes
theme.default-light.ember,Ember,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Ember' as preferred light-mode theme,theme.default-light.ember,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.ember,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.spirit,Spirit,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Spirit' as preferred light-mode theme,theme.default-light.spirit,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.spirit,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.moon,Moon,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Moon' as preferred light-mode theme,theme.default-light.moon,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.moon,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.rain,Rain,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Rain' as preferred light-mode theme,theme.default-light.rain,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.rain,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.macro-light,Macro Light,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Macro Light' as preferred light-mode theme,theme.default-light.macro-light,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,adapt,parity: theme.default-light.macro-light,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row). 'Macro' theme name is a brand tripwire - rename in rewrite.
theme.default-light.satsuma,Satsuma,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Satsuma' as preferred light-mode theme,theme.default-light.satsuma,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.satsuma,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.lapis,Lapis,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Lapis' as preferred light-mode theme,theme.default-light.lapis,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.lapis,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.flora,Flora,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Flora' as preferred light-mode theme,theme.default-light.flora,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.flora,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.paper,Paper,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Paper' as preferred light-mode theme,theme.default-light.paper,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.paper,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.decepticon,Decepticon,(none - list item),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Decepticon' as preferred light-mode theme,theme.default-light.decepticon,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-light.decepticon,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-light.<user-theme>,(user-defined theme),(none),command-scope-global (set-default-light),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,per user theme,theme.default-light.<dynamic>,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: theme.default-light.<user-theme>,apps/web/src/components/app/GlobalHotkeys.tsx,463,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,RUNTIME-GENERATED (same as theme.set-visible.<user-theme>)
global.set-default-dark-theme,Set default dark theme (sub-menu),(none - command menu only),global,(root),activateCommandScope=true,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,opens nested scope listing themes for the dark-mode preference,theme.set-default-dark,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: global.set-default-dark-theme,apps/web/src/components/app/GlobalHotkeys.tsx,478,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
theme.default-dark.macro-dark,Macro Dark,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Macro Dark' as preferred dark-mode theme,theme.default-dark.macro-dark,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,adapt,parity: theme.default-dark.macro-dark,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row). 'Macro' theme name is a brand tripwire - rename in rewrite.
theme.default-dark.void,Void,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Void' as preferred dark-mode theme,theme.default-dark.void,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-dark.void,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-dark.ember,Ember,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Ember' as preferred dark-mode theme,theme.default-dark.ember,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-dark.ember,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-dark.spirit,Spirit,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Spirit' as preferred dark-mode theme,theme.default-dark.spirit,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-dark.spirit,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-dark.moon,Moon,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Moon' as preferred dark-mode theme,theme.default-dark.moon,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-dark.moon,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-dark.rain,Rain,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Rain' as preferred dark-mode theme,theme.default-dark.rain,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-dark.rain,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-dark.macro-light,Macro Light,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Macro Light' as preferred dark-mode theme,theme.default-dark.macro-light,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,adapt,parity: theme.default-dark.macro-light,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row). 'Macro' theme name is a brand tripwire - rename in rewrite.
theme.default-dark.satsuma,Satsuma,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Satsuma' as preferred dark-mode theme,theme.default-dark.satsuma,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-dark.satsuma,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
theme.default-dark.lapis,Lapis,(none - list item),command-scope-global (set-default-dark),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set 'Lapis' as preferred dark-mode theme,theme.default-dark.lapis,"hotkey_use (global keypress tracker, debounced for repeats); theme_changed{themeId}",settings Appearance tab,preserve,parity: theme.default-dark.lapis,apps/web/src/components/app/GlobalHotkeys.tsx,489,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from themes() loop: 12 static default themes (features/theme/constants.ts:111) + runtime user themes (see runtime row).
